,existingchecking,statussex,sex,maritalStatus,duration,credithistory,purpose,creditamount,savings,employmentsince,installmentrate,otherdebtors,residencesince,property,age,otherinstallmentplans,housing,existingcredits,job,peopleliable,telephone,foreignworker,classification
276,0,A92,0,1,18,3,3,2404,1,1,2,0,2,3,26,0,1,2,2,1,0,1,1
277,1,A91,1,1,12,1,2,1262,3,2,2,0,4,2,49,0,1,1,1,1,1,1,1
278,0,A92,0,1,6,1,2,4611,1,1,1,0,4,2,32,0,1,1,2,1,0,1,0
279,0,A93,1,0,24,1,3,1901,1,1,4,0,4,3,29,0,0,1,3,1,1,1,1
280,0,A93,1,0,15,3,1,3368,2,2,3,0,4,0,23,0,0,2,2,1,1,1,1
281,0,A93,1,0,12,1,2,1574,1,1,4,0,2,1,50,0,1,1,2,1,0,1,1
282,3,A93,1,0,18,1,3,1445,3,2,4,0,4,3,49,2,1,1,1,1,0,1,1
283,0,A93,1,0,15,3,2,1520,3,2,4,0,4,2,63,0,1,1,2,1,0,1,1
284,2,A91,1,1,24,3,1,3878,1,1,4,0,2,3,37,0,1,1,2,1,1,1,1
285,1,A92,0,1,47,1,1,10722,1,1,1,0,1,1,35,0,1,1,1,1,1,1,1
286,1,A93,1,0,48,1,1,4788,1,2,4,0,3,2,26,0,1,1,2,2,0,1,1
287,2,A93,1,0,48,2,0,7582,1,3,2,0,4,0,31,0,2,1,3,1,1,1,1
288,2,A92,0,1,12,1,3,1092,1,1,4,2,4,1,49,0,1,2,2,1,1,1,1
289,1,A94,1,1,24,2,3,1024,1,1,4,0,4,1,48,1,1,1,2,1,0,1,0
290,0,A94,1,1,12,1,9,1076,1,1,2,0,2,1,26,0,1,1,2,1,1,0,1
291,2,A94,1,1,36,1,1,9398,1,1,1,0,4,3,28,0,0,1,3,1,1,1,0
292,1,A92,0,1,24,3,1,6419,1,2,2,0,4,0,44,0,2,2,3,2,1,1,1
293,3,A93,1,0,42,3,1,4796,1,2,4,0,4,0,56,0,2,1,2,1,0,1,1
294,0,A91,1,1,48,3,9,7629,3,2,4,0,2,3,46,2,1,2,3,2,0,1,1
295,2,A92,0,1,48,1,2,9960,1,1,1,0,2,3,26,0,1,1,2,1,1,1,0
296,0,A92,0,1,12,1,1,4675,3,1,1,0,4,3,20,0,0,1,2,1,0,1,1
297,0,A93,1,0,10,1,1,1287,3,2,4,1,2,2,45,0,1,1,1,1,0,0,1
298,0,A93,1,0,18,1,2,2515,1,1,3,0,4,1,43,0,1,1,2,1,1,1,1
299,2,A93,1,0,21,3,2,2745,2,2,3,0,2,3,32,0,1,2,2,1,1,1,1
300,0,A92,0,1,6,1,1,672,1,3,1,0,4,1,54,0,1,1,0,1,1,1,1
301,2,A92,0,1,36,1,3,3804,1,1,4,0,1,3,42,0,1,1,2,1,1,1,0
302,3,A93,1,0,24,3,1,1344,3,2,4,0,2,1,37,2,1,2,1,2,0,1,0
303,1,A93,1,0,10,3,1,1038,1,2,4,1,3,2,49,0,1,2,2,1,1,1,1
304,0,A93,1,0,48,3,1,10127,2,1,2,0,2,0,44,2,2,1,2,1,0,1,0
305,0,A91,1,1,6,1,2,1543,2,1,4,0,2,1,33,0,1,1,2,1,0,1,1
306,0,A92,0,1,30,1,1,4811,3,2,2,0,4,2,24,1,0,1,1,1,0,1,1
307,1,A94,1,1,12,1,3,727,1,1,4,0,3,0,33,0,1,1,1,1,1,1,0
308,2,A92,0,1,8,1,2,1237,1,1,3,0,4,1,24,0,1,1,2,1,0,1,0
309,2,A94,1,1,9,1,1,276,1,1,4,0,4,1,22,0,0,1,1,1,0,1,1
310,2,A93,1,0,48,1,0,5381,3,3,3,0,4,0,40,2,2,1,0,1,1,1,1
311,0,A93,1,0,24,1,2,5511,1,1,4,0,1,3,25,1,1,1,2,1,0,1,1
312,3,A92,0,1,24,1,2,3749,1,1,2,0,4,3,26,0,1,1,2,1,0,1,1
313,2,A94,1,1,12,1,1,685,1,2,2,0,3,3,25,2,1,1,1,1,0,1,0
314,3,A93,1,0,4,1,1,1494,3,1,1,0,2,1,29,0,1,1,1,2,0,0,1
315,1,A93,1,0,36,1,2,2746,1,2,4,0,4,3,31,2,1,1,2,1,0,1,0
316,1,A93,1,0,12,1,2,708,1,1,2,2,3,2,38,0,1,1,1,2,0,1,1
317,2,A92,0,1,24,1,2,4351,3,1,1,0,4,2,48,0,1,1,1,1,1,1,1
318,0,A93,1,0,12,3,6,701,1,1,4,0,2,3,32,0,1,2,2,1,0,1,1
319,1,A92,0,1,15,2,2,3643,1,2,1,0,4,2,27,0,1,2,1,1,0,1,1
320,2,A94,1,1,30,3,1,4249,1,3,4,0,2,3,28,0,1,2,3,1,0,1,0
321,1,A91,1,1,24,1,3,1938,1,1,4,0,3,2,32,0,1,1,2,1,0,1,0
322,1,A93,1,0,24,1,1,2910,1,2,2,0,1,0,34,0,2,1,3,1,1,1,1
323,1,A93,1,0,18,1,2,2659,2,1,4,0,2,3,28,0,1,1,2,1,0,1,1
324,0,A92,0,1,18,3,1,1028,1,1,4,0,3,1,36,0,1,2,2,1,0,1,1
325,1,A93,1,0,8,3,1,3398,1,2,1,0,4,1,39,0,1,2,1,1,0,0,1
326,0,A93,1,0,12,3,2,5801,3,2,2,0,4,2,49,0,0,1,2,1,1,1,1
327,0,A92,0,1,24,1,1,1525,2,2,4,0,3,3,34,0,1,1,2,2,1,1,1
328,3,A93,1,0,36,1,3,4473,1,2,4,0,2,3,31,0,1,1,2,1,0,1,1
329,2,A93,1,0,6,1,3,1068,1,2,4,0,4,3,28,0,1,1,2,2,0,1,1
330,1,A93,1,0,24,3,1,6615,1,3,2,0,4,0,75,0,2,2,3,1,1,1,1
331,0,A92,0,1,18,3,6,1864,1,1,4,0,2,1,30,0,1,2,2,1,0,1,0
332,2,A92,0,1,60,1,1,7408,1,1,4,0,2,2,24,0,1,1,3,1,0,1,0
333,0,A92,0,1,48,3,1,11590,1,1,2,0,4,3,24,2,0,2,1,1,0,1,0
334,1,A93,1,0,24,1,2,4110,1,2,3,0,4,0,23,2,0,2,2,2,0,1,0
335,1,A91,1,1,6,3,2,3384,1,1,1,0,4,1,44,0,0,1,3,1,1,1,0
336,2,A92,0,1,13,1,3,2101,1,1,2,2,4,2,23,0,1,1,1,1,0,1,1
337,1,A92,0,1,15,1,4,1275,3,1,4,0,2,3,24,0,0,1,2,1,0,1,0
338,1,A93,1,0,24,1,2,4169,1,1,4,0,4,2,28,0,1,1,2,1,0,1,1
339,2,A91,1,1,10,1,2,1521,1,1,4,0,2,3,31,0,1,1,1,1,0,1,1
340,2,A92,0,1,24,3,6,5743,1,1,2,0,4,0,24,0,2,2,2,1,1,1,1
341,1,A92,0,1,21,1,2,3599,1,2,1,0,4,3,26,0,0,1,1,1,0,1,1
342,2,A94,1,1,18,1,3,3213,2,1,1,0,3,1,25,0,0,1,2,1,0,1,1
343,2,A93,1,0,18,1,9,4439,1,2,1,1,1,1,33,2,1,1,3,1,1,1,1
344,3,A93,1,0,10,1,1,3949,1,1,1,2,1,2,37,0,1,1,1,2,0,1,1
345,0,A92,0,1,15,3,3,1459,1,1,4,0,2,3,43,0,1,1,1,1,0,1,1
346,2,A93,1,0,13,3,3,882,1,1,4,2,4,1,23,0,1,2,2,1,0,1,1
347,2,A92,0,1,24,1,3,3758,2,3,1,0,4,0,23,0,0,1,0,1,0,1,1
348,0,A93,1,0,6,2,9,1743,1,1,1,0,2,1,34,0,1,2,1,1,0,1,1
349,2,A93,1,0,9,3,6,1136,2,2,4,0,3,0,32,0,2,2,2,2,0,1,0
350,0,A92,0,1,9,1,4,1236,1,1,1,0,4,1,23,0,0,1,2,1,1,1,1
351,2,A92,0,1,9,1,2,959,1,1,1,0,2,3,29,0,1,1,2,1,0,0,0
352,0,A93,1,0,18,3,1,3229,3,3,2,0,4,0,38,0,1,1,3,1,1,1,1
353,1,A93,1,0,12,1,3,6199,1,1,4,0,2,2,28,0,0,2,2,1,1,1,0
354,0,A93,1,0,10,1,6,727,2,2,4,0,4,0,46,0,2,1,2,1,1,1,1
355,2,A93,1,0,24,1,1,1246,1,1,4,0,2,1,23,1,1,1,1,1,0,1,0
356,0,A93,1,0,12,3,3,2331,3,2,1,1,4,1,49,0,1,1,2,1,1,1,1
357,0,A93,1,0,36,2,3,4463,1,1,4,0,2,3,26,0,1,2,3,1,1,1,0
358,0,A94,1,1,12,1,3,776,1,1,4,0,2,1,28,0,1,1,2,1,0,1,1
359,1,A92,0,1,30,1,2,2406,1,2,4,0,4,1,23,0,0,1,2,1,0,1,0
360,2,A93,1,0,18,1,6,1239,3,1,4,0,4,0,61,0,2,1,2,1,0,1,1
361,3,A93,1,0,12,1,3,3399,3,2,2,0,3,3,37,0,1,1,3,1,0,1,1
362,3,A92,0,1,12,2,1,2247,1,1,2,0,2,3,36,1,1,2,2,1,1,1,1
363,0,A94,1,1,6,1,2,1766,1,1,1,0,2,2,21,0,0,1,2,1,0,1,1
364,1,A93,1,0,18,1,2,2473,1,3,4,0,1,3,25,0,1,1,0,1,0,1,0
365,0,A93,1,0,12,1,9,1542,1,2,2,0,4,3,36,0,1,1,2,1,1,1,1
366,0,A93,1,0,18,3,1,3850,1,2,3,0,1,3,27,0,1,2,2,1,0,1,1
367,1,A92,0,1,18,1,2,3650,1,1,1,0,4,3,22,0,0,1,2,1,0,1,1
368,1,A93,1,0,36,1,2,3446,1,2,4,0,2,3,42,0,1,1,2,2,0,1,0
369,2,A92,0,1,18,1,2,3001,1,2,2,0,4,1,40,0,0,1,2,1,0,1,1
370,0,A93,1,0,36,1,1,3079,3,1,4,0,4,1,36,0,1,1,2,1,0,1,1
371,0,A93,1,0,18,3,3,6070,1,2,3,0,4,3,33,0,1,2,2,1,1,1,1
372,0,A92,0,1,10,3,2,2146,1,1,1,0,3,1,23,0,0,2,2,1,0,1,1
373,0,A93,1,0,60,3,1,13756,3,2,2,0,4,0,63,2,2,1,3,1,1,1,1
374,2,A92,0,1,60,1,0,14782,1,2,3,0,4,0,60,2,2,2,3,1,1,1,0
375,1,A92,0,1,48,1,9,7685,1,2,2,2,4,3,37,0,0,1,2,1,0,1,0
376,0,A94,1,1,18,2,3,2320,1,3,2,0,3,1,34,0,1,2,2,1,0,1,1
377,0,A93,1,0,7,2,3,846,3,2,3,0,4,0,36,0,2,1,2,1,0,1,1
378,2,A93,1,0,36,1,1,14318,1,2,4,0,2,0,57,0,2,1,3,1,1,1,0
379,0,A92,0,1,6,3,1,362,1,1,4,0,4,3,52,0,1,2,1,1,0,1,1
380,1,A93,1,0,20,1,2,2212,3,2,4,0,4,3,39,0,1,1,2,1,1,1,1
381,2,A92,0,1,18,1,1,12976,1,3,3,0,4,0,38,0,2,1,3,1,1,1,0
382,0,A92,0,1,22,1,1,1283,3,2,4,0,4,2,25,0,0,1,2,1,0,1,1
383,3,A93,1,0,12,1,1,1330,1,1,4,0,1,1,26,0,1,1,2,1,0,1,1
384,0,A93,1,0,30,2,9,4272,1,1,2,0,2,2,26,0,1,2,1,1,0,1,1
385,0,A92,0,1,18,3,3,2238,1,1,2,0,1,3,25,0,1,2,2,1,0,1,1
386,0,A92,0,1,18,1,3,1126,3,1,4,0,2,1,21,0,0,1,2,1,1,1,1
387,2,A93,1,0,18,3,2,7374,1,3,4,0,4,2,40,1,1,2,3,1,1,1,1
388,2,A93,1,0,15,3,9,2326,2,1,2,0,4,3,27,2,1,1,2,1,0,1,1
389,0,A92,0,1,9,1,9,1449,1,2,3,0,2,3,27,0,1,2,2,1,0,1,1
390,0,A94,1,1,18,1,1,1820,1,1,2,0,2,2,30,0,1,1,3,1,1,1,1
391,2,A92,0,1,12,1,2,983,2,1,1,0,4,1,19,0,0,1,1,1,0,1,1
392,1,A93,1,0,36,1,1,3249,1,2,2,0,4,0,39,2,2,1,3,2,1,1,1
393,1,A92,0,1,6,3,3,1957,1,2,1,0,4,3,31,0,1,1,2,1,0,1,1
394,0,A93,1,0,9,3,2,2406,1,3,2,0,3,3,31,0,1,1,3,1,0,1,1
395,2,A93,1,0,39,2,6,11760,1,2,2,0,3,0,32,0,0,1,2,1,1,1,1
396,1,A92,0,1,12,1,2,2578,1,3,3,0,4,0,55,0,2,1,3,1,0,1,1
397,1,A94,1,1,36,3,2,2348,1,1,3,0,2,2,46,0,1,2,2,1,1,1,1
398,2,A91,1,1,12,1,1,1223,1,2,1,0,1,1,46,0,0,2,2,1,0,1,0
399,0,A92,0,1,24,3,3,1516,2,1,4,0,1,1,43,0,1,2,1,1,0,1,1
400,0,A94,1,1,18,1,3,1473,1,1,3,0,4,1,39,0,1,1,2,1,1,1,1
401,2,A94,1,1,18,3,9,1887,3,1,4,0,4,1,28,2,1,2,2,1,0,1,1
402,0,A93,1,0,24,2,9,8648,1,1,2,0,2,3,27,2,1,2,2,1,1,1,0
403,0,A93,1,0,14,2,1,802,1,1,4,0,2,3,27,0,1,2,1,1,0,1,1
404,2,A93,1,0,18,2,1,2899,3,2,4,0,4,3,43,0,1,1,2,2,0,1,1
405,2,A94,1,1,24,1,3,2039,1,1,1,0,1,2,22,0,1,1,2,1,1,1,0
406,0,A93,1,0,24,3,1,2197,3,2,4,0,4,3,43,0,1,2,2,2,1,1,1
407,1,A94,1,1,15,1,3,1053,1,1,4,0,2,1,27,0,1,1,2,1,0,0,1
408,0,A91,1,1,24,1,3,3235,2,2,3,0,2,3,26,0,1,1,3,1,1,1,1
409,3,A94,1,1,12,3,1,939,2,2,4,0,2,1,28,0,1,3,2,1,1,1,0
410,2,A92,0,1,24,1,3,1967,1,2,4,0,4,3,20,0,1,1,2,1,1,1,1
411,0,A93,1,0,33,3,1,7253,1,2,3,0,2,3,35,0,1,2,3,1,1,1,1
412,0,A93,1,0,12,3,9,2292,1,3,4,0,2,3,42,1,1,2,3,1,1,1,0
413,0,A93,1,0,10,1,1,1597,2,1,3,0,2,0,40,0,0,1,1,2,0,0,1
414,1,A92,0,1,24,1,1,1381,3,1,4,0,2,2,35,0,1,1,2,1,0,1,0
415,0,A93,1,0,36,3,1,5842,1,2,2,0,2,2,35,0,1,2,2,2,1,1,1
416,1,A93,1,0,12,1,1,2579,1,1,4,0,1,1,33,0,1,1,1,2,0,1,0
417,1,A92,0,1,18,2,6,8471,3,1,1,0,2,3,23,0,0,2,2,1,1,1,1
418,0,A92,0,1,21,1,1,2782,2,2,1,0,2,3,31,2,1,1,3,1,0,1,1
419,2,A92,0,1,18,1,1,1042,3,1,4,0,2,2,33,0,1,1,2,1,0,1,0
420,0,A92,0,1,15,1,1,3186,2,2,2,0,3,3,20,0,0,1,2,1,0,1,1
421,2,A93,1,0,12,1,1,2028,3,1,4,0,2,3,30,0,1,1,2,1,0,1,1
422,2,A93,1,0,12,3,1,958,1,2,2,0,3,1,47,0,1,2,1,2,0,1,1
423,0,A93,1,0,21,2,2,1591,1,2,4,0,3,1,34,0,1,2,3,1,0,1,1
424,2,A92,0,1,12,1,2,2762,3,2,1,0,2,2,25,2,1,1,2,1,1,1,0
425,2,A94,1,1,18,1,1,2779,1,1,1,0,3,3,21,0,0,1,2,1,1,1,1
426,0,A93,1,0,28,3,3,2743,1,2,4,0,2,3,29,0,1,2,2,1,0,1,1
427,0,A93,1,0,18,3,3,1149,2,1,4,0,3,1,46,0,1,2,2,1,0,1,1
428,0,A93,1,0,9,1,2,1313,1,2,1,0,4,3,20,0,1,1,2,1,0,1,1
429,1,A92,0,1,18,3,5,1190,1,3,2,0,4,0,55,0,2,3,0,2,0,1,0
430,0,A93,1,0,5,1,9,3448,1,2,1,0,4,1,74,0,1,1,1,1,0,1,1
431,2,A93,1,0,24,1,0,11328,1,1,2,1,3,3,29,2,1,2,3,1,1,1,0
432,1,A93,1,0,6,3,2,1872,1,3,4,0,4,0,36,0,2,3,3,1,1,1,1
433,0,A91,1,1,24,3,5,2058,1,1,4,0,2,1,33,0,1,2,2,1,1,1,1
434,1,A93,1,0,9,1,2,2136,1,1,3,0,2,1,25,0,1,1,2,1,0,1,1
435,2,A94,1,1,12,1,3,1484,3,1,2,0,1,1,25,0,1,1,2,1,1,1,0
436,0,A94,1,1,6,1,5,660,2,2,2,0,4,1,23,0,0,1,1,1,0,1,1
437,0,A92,0,1,24,3,1,1287,2,2,4,0,4,1,37,0,1,2,2,1,1,1,1
438,1,A93,1,0,42,3,5,3394,1,3,4,1,4,3,65,0,1,2,0,1,0,1,1
439,3,A92,0,1,12,1,9,609,1,1,4,0,1,1,26,0,1,1,0,1,0,1,0
440,0,A93,1,0,12,1,1,1884,1,2,4,0,4,3,39,0,1,1,3,1,1,1,1
441,1,A92,0,1,12,1,2,1620,1,1,2,1,3,2,30,0,1,1,2,1,0,1,1
442,2,A93,1,0,20,2,0,2629,1,1,2,0,3,3,29,2,1,2,2,1,1,1,1
443,0,A93,1,0,12,1,6,719,1,2,4,0,4,3,41,2,1,1,1,2,0,1,0
444,2,A92,0,1,48,3,2,5096,1,1,2,0,3,3,30,0,1,1,3,1,1,1,0
445,0,A92,0,1,9,3,6,1244,3,2,4,0,4,2,41,0,0,2,1,1,0,1,1
446,1,A92,0,1,36,1,1,1842,1,1,4,0,4,3,34,0,1,1,2,1,1,1,0
447,2,A93,1,0,7,1,3,2576,1,1,2,2,2,1,35,0,1,1,2,1,0,1,1
448,3,A92,0,1,12,1,2,1424,3,2,3,0,4,1,55,0,1,1,3,1,1,1,1
449,2,A94,1,1,15,2,5,1512,2,1,3,0,3,2,61,1,1,2,2,1,0,1,0
450,0,A93,1,0,36,3,1,11054,3,1,4,0,2,3,30,0,1,1,3,1,1,1,1
451,0,A92,0,1,6,1,3,518,1,1,3,0,1,1,29,0,1,1,2,1,0,1,1
452,0,A93,1,0,12,1,2,2759,1,2,2,0,4,2,34,0,1,2,2,1,0,1,1
453,0,A93,1,0,24,1,1,2670,1,2,4,0,4,3,35,0,1,1,3,1,1,1,1
454,1,A93,1,0,24,1,1,4817,1,2,2,1,3,2,31,0,1,1,2,1,1,1,0
455,0,A92,0,1,24,1,1,2679,1,1,4,0,1,0,29,0,1,1,3,1,1,1,1
456,1,A93,1,0,11,3,1,3905,1,1,2,0,2,1,36,0,0,2,2,2,0,1,1
457,1,A93,1,0,12,1,1,3386,1,2,3,0,4,0,35,0,2,1,2,1,1,1,0
458,1,A92,0,1,6,1,4,343,1,1,4,0,1,1,27,0,1,1,2,1,0,1,1
459,0,A93,1,0,18,1,3,4594,1,1,3,0,2,3,32,0,1,1,2,1,1,1,1
460,1,A93,1,0,36,1,2,3620,1,1,1,2,2,2,37,0,1,1,2,2,0,1,1
461,1,A93,1,0,15,1,1,1721,1,1,2,0,3,1,36,0,1,1,2,1,0,1,1
462,2,A92,0,1,12,1,2,3017,1,1,3,0,1,1,34,0,0,1,3,1,0,1,1
463,2,A93,1,0,12,1,8,754,3,2,4,0,4,2,38,0,1,2,2,1,0,1,1
464,0,A93,1,0,18,1,9,1950,1,2,4,0,1,3,34,1,1,2,2,1,1,1,1
465,1,A93,1,0,24,1,1,2924,1,1,3,2,4,0,63,2,1,1,2,2,1,1,1
466,1,A92,0,1,24,2,3,1659,1,1,4,0,2,3,29,0,0,1,1,1,1,1,0
467,0,A93,1,0,48,2,3,7238,3,2,3,0,3,3,32,2,1,2,2,2,0,1,1
468,0,A92,0,1,33,2,9,2764,1,1,2,0,2,3,26,0,1,2,2,1,1,1,1
469,0,A93,1,0,24,2,1,4679,1,2,3,0,3,3,35,0,1,2,1,1,1,1,1
470,2,A94,1,1,24,1,3,3092,1,1,3,0,2,3,22,0,0,1,2,1,1,1,0
471,1,A92,0,1,6,1,6,448,1,1,4,0,4,2,23,0,1,1,2,1,0,1,0
472,1,A93,1,0,9,1,1,654,1,1,4,0,3,3,28,0,1,1,1,1,0,1,0
473,0,A93,1,0,6,1,8,1238,3,3,4,0,4,2,36,0,1,1,3,2,1,1,1
474,2,A94,1,1,18,3,3,1245,1,1,4,0,2,3,33,0,1,1,2,1,0,1,0
475,1,A92,0,1,18,1,2,3114,1,1,1,0,4,2,26,0,0,1,2,1,0,1,0
476,0,A93,1,0,39,1,1,2569,2,1,4,0,4,3,24,0,1,1,2,1,0,1,1
477,3,A93,1,0,24,1,3,5152,1,2,4,0,2,3,25,2,1,1,2,1,0,1,1
478,2,A93,1,0,12,1,9,1037,1,2,3,0,4,1,39,0,1,1,1,1,0,1,1
479,1,A93,1,0,15,3,2,1478,1,2,4,0,4,3,44,0,1,2,2,2,1,1,1
480,2,A92,0,1,12,3,3,3573,1,1,1,0,1,1,23,0,1,1,1,1,0,1,1
481,2,A93,1,0,24,1,1,1201,1,1,4,0,1,2,26,0,1,1,2,1,0,1,1
482,1,A92,0,1,30,1,2,3622,2,2,4,0,4,2,57,0,0,2,2,1,1,1,1
483,0,A92,0,1,15,2,2,960,2,2,3,0,2,2,30,0,1,2,2,1,0,1,1
484,0,A93,1,0,12,3,1,1163,2,1,4,0,4,1,44,0,1,1,2,1,1,1,1
485,2,A93,1,0,6,2,1,1209,1,3,4,0,4,2,47,0,1,1,3,1,1,1,0
486,0,A93,1,0,12,1,3,3077,1,1,2,0,4,3,52,0,1,1,2,1,1,1,1
487,0,A92,0,1,24,1,1,3757,1,2,4,1,4,0,62,0,2,1,2,1,1,1,1
488,0,A93,1,0,10,1,1,1418,1,1,3,0,2,1,35,0,0,1,1,1,0,0,1
489,0,A93,1,0,6,1,1,3518,1,1,2,2,3,2,26,0,0,1,2,1,0,1,1
490,0,A93,1,0,12,3,3,1934,1,2,2,0,2,0,26,0,1,2,2,1,0,1,1
491,2,A92,0,1,27,1,9,8318,1,2,2,0,4,0,42,0,2,2,3,1,1,1,0
492,0,A92,0,1,6,3,3,1237,1,1,1,0,1,2,27,0,1,2,2,1,0,1,1
493,2,A93,1,0,6,1,3,368,3,2,4,0,4,2,38,0,1,1,2,1,0,1,1
494,1,A93,1,0,12,3,1,2122,1,1,3,0,2,1,39,0,0,2,1,2,0,0,1
495,1,A94,1,1,24,1,2,2996,3,1,2,0,4,3,20,0,1,1,2,1,0,1,0
496,2,A93,1,0,36,1,2,9034,1,1,4,1,1,0,29,0,0,1,3,1,1,1,0
497,0,A93,1,0,24,3,2,1585,1,2,4,0,3,2,40,0,1,2,2,1,0,1,1
498,2,A94,1,1,18,1,3,1301,1,2,4,2,2,1,32,0,1,1,1,1,0,1,1
499,3,A91,1,1,6,3,1,1323,1,2,2,0,4,3,28,0,1,2,2,2,1,1,1
500,1,A92,0,1,24,1,1,3123,1,1,4,0,1,2,27,0,1,1,2,1,0,1,0
501,1,A93,1,0,36,1,1,5493,1,2,2,0,4,0,42,0,2,1,2,2,0,1,1
502,3,A91,1,1,9,1,3,1126,1,2,2,0,4,1,49,0,1,1,2,1,0,1,1
503,2,A93,1,0,24,3,3,1216,1,1,4,0,4,0,38,2,1,2,2,2,0,1,0
504,1,A92,0,1,24,1,1,1207,1,1,4,0,4,2,24,0,0,1,2,1,0,1,0
505,0,A93,1,0,10,1,1,1309,3,1,4,2,4,2,27,0,1,1,1,1,0,1,0
506,3,A93,1,0,15,3,1,2360,2,1,2,0,2,3,36,0,1,1,2,1,1,1,1
507,2,A93,1,0,15,1,1,6850,1,3,1,0,2,2,34,0,1,1,3,2,1,1,0
508,0,A94,1,1,24,1,3,1413,1,1,4,0,2,2,28,0,1,1,2,1,0,1,1
509,0,A93,1,0,39,1,1,8588,1,2,4,0,2,3,45,0,1,1,3,1,1,1,1
510,1,A93,1,0,12,1,1,759,1,2,4,0,2,1,26,0,1,1,2,1,0,1,0
511,0,A93,1,0,36,1,1,4686,1,1,2,0,2,0,32,0,2,1,3,1,1,1,1
512,3,A93,1,0,15,1,9,2687,1,2,2,0,4,2,26,0,0,1,2,1,1,1,1
513,2,A94,1,1,12,2,3,585,1,1,4,1,4,1,20,0,0,2,2,1,0,1,1
514,0,A93,1,0,24,1,1,2255,3,1,4,0,1,2,54,0,1,1,2,1,0,1,1
515,1,A92,0,1,6,3,1,609,1,2,4,0,3,2,37,0,1,2,2,1,0,0,1
516,1,A93,1,0,6,3,1,1361,1,1,2,0,4,1,40,0,1,1,1,2,0,0,1
517,0,A92,0,1,36,3,2,7127,1,1,2,0,4,2,23,0,0,2,2,1,1,1,0
518,1,A93,1,0,6,1,1,1203,1,2,3,0,2,2,43,0,1,1,2,1,1,1,1
519,0,A93,1,0,6,3,3,700,3,2,4,0,4,0,36,0,2,2,2,1,0,1,1
520,0,A93,1,0,24,3,5,5507,1,2,3,0,4,0,44,0,2,2,2,1,0,1,1
521,1,A92,0,1,18,1,3,3190,1,1,2,0,2,1,24,0,1,1,2,1,0,1,0
522,1,A93,1,0,48,1,2,7119,1,1,3,0,4,0,53,0,2,2,2,2,0,1,0
523,0,A92,0,1,24,1,1,3488,1,2,3,0,4,3,23,0,1,1,2,1,0,1,1
524,2,A92,0,1,18,1,3,1113,1,1,4,2,4,1,26,0,1,1,1,2,0,1,1
525,2,A93,1,0,26,1,1,7966,1,1,2,0,3,3,30,0,1,2,2,1,0,1,1
526,0,A92,0,1,15,3,6,1532,1,1,4,0,3,3,31,0,1,1,2,1,0,1,1
527,0,A93,1,0,4,3,3,1503,1,2,2,0,1,1,42,0,1,2,1,2,0,1,1
528,1,A91,1,1,36,1,3,2302,1,1,4,0,4,3,31,0,0,1,2,1,0,1,0
529,1,A93,1,0,6,1,1,662,1,1,3,0,4,1,41,0,1,1,1,2,1,1,1
530,2,A93,1,0,36,1,6,2273,1,2,3,0,1,3,32,0,1,2,2,2,0,1,1
531,2,A92,0,1,15,1,1,2631,1,1,2,0,4,3,28,0,0,2,2,1,1,1,0
532,0,A94,1,1,12,2,1,1503,1,1,4,0,4,1,41,0,0,1,2,1,0,1,1
533,0,A94,1,1,24,1,3,1311,1,2,4,0,3,2,26,0,1,1,2,1,1,1,1
534,0,A93,1,0,24,1,3,3105,3,1,4,0,2,3,25,0,1,2,2,1,0,1,1
535,3,A91,1,1,21,3,6,2319,1,1,2,0,1,3,33,0,0,1,2,1,0,1,0
536,1,A92,0,1,6,1,1,1374,3,3,4,0,3,2,75,0,1,1,3,1,1,1,1
537,2,A92,0,1,18,3,2,3612,1,2,3,0,4,2,37,0,1,1,2,1,1,1,1
538,1,A93,1,0,48,1,1,7763,1,2,4,0,4,0,42,2,2,1,3,1,0,1,0
539,3,A92,0,1,18,1,2,3049,1,1,1,0,1,2,45,1,1,1,1,1,0,1,1
540,2,A94,1,1,12,1,3,1534,1,1,1,0,1,1,23,0,0,1,2,1,0,1,0
541,0,A93,1,0,24,2,1,2032,1,2,4,0,4,0,60,0,2,2,2,1,1,1,1
542,1,A93,1,0,30,1,2,6350,3,2,4,0,4,2,31,0,1,1,2,1,0,1,0
543,3,A93,1,0,18,1,2,2864,1,1,2,0,1,1,34,0,1,1,1,2,0,1,0
544,0,A93,1,0,12,3,1,1255,1,2,4,0,4,1,61,0,1,2,1,1,0,1,1
545,1,A93,1,0,24,2,1,1333,1,3,4,0,2,1,43,0,2,2,2,2,0,1,0
546,0,A92,0,1,24,3,1,2022,1,1,4,0,4,3,37,0,1,1,2,1,1,1,1
547,0,A93,1,0,24,1,3,1552,1,2,3,0,1,3,32,2,1,1,2,2,0,1,1
548,1,A92,0,1,12,1,3,626,1,1,4,0,4,1,24,2,1,1,1,1,0,1,0
549,0,A93,1,0,48,3,1,8858,3,2,2,0,1,0,35,0,2,2,2,1,1,1,1
550,0,A92,0,1,12,3,5,996,3,2,4,0,4,1,23,0,1,2,2,1,0,1,1
551,0,A93,1,0,6,1,3,1750,2,2,2,0,4,2,45,2,1,1,1,2,0,1,1
552,1,A94,1,1,48,1,3,6999,1,2,1,2,1,1,34,0,1,2,2,1,1,1,0
553,2,A93,1,0,12,3,1,1995,1,1,4,0,1,3,27,0,1,1,2,1,0,1,1
